url,img,title,time,text,type
https://www.thairath.co.th/content/8,https://www.thairath.co.th/media/rdvdKJHxFEWneSL2xMlQdUr8SDv0OFGU2zVM.jpg,ซูฮกแผนกู้วิกฤติโลก 'โอบามา' 'อีโคโนมิสต์' เชื่อโลกเห็นแสงสว่างปลายอุโมงค์,2009-04-15T00:00:00+07:00,"      โดย สองเดือนหลังจากเข้ารับตำแหน่งอย่างเป็นทางการ ได้เจอกับปัญหาและเรื่องราวต่างๆมากมาย ตั้งแต่บรรยากาศโลกที่ร้อนที่สุดในรอบล้านๆปี จนถึงวิกฤติเศรษฐกิจที่ถดถอยรุนแรงที่สุดในรอบครึ่งศตวรรษแม้ว่าทั้งสองปัญหาจะเป็นเรื่องที่เกิดขึ้นก่อนที่ โอบามา จะเข้ารับ ตำแหน่งแต่เขาก็ยืนยันกับรัฐสภาว่าจะแก้ปัญหาต่างๆได้โดยเร็วแต่นายโอบามาได้แสดงว่าเค้าเป็นผู้นำที่มีคุณสมบัติที่ดีกว่า ฮิลลารี คลินตัน ที่ เป็นคู่แข่งก่อนที่จะชนะในการเสนอชื่อเป็นประธานาธิบดี ของประเทศสหรัฐอเมริกาของพรรคเดโมแครตได้กล่าวไว้ว่านายโอบามาไม่มี ประสบการณ์ซึ่ง จะเห็นได้จากประวัติการทำงานของ นายโอบามาที่มีประสบการณ์ ในตำแหน่งผู้บริหารน้อยกว่านักการเมืองคนอื่นๆ นอกจากนั้นคนที่เห็นชอบ และสนับสนุนเขาได้เริ่มจะลดความมั่นใจลง   สิ่งที่เศร้าที่สุดคือคะแนนนิยมตอนนี้ของโอบามาเทียบเท่ากับของประธานาธิบดีบุชตอนที่เขาได้ตำแหน่งเป็นประธานาธิบดีเมื่อ 8 ปีที่แล้ว    ปัญหา ที่ทำให้คะแนนนิยมของนายโอบามาน้อยลง มีประเด็นอย่างแรก คือความชักช้าและการตัดสินใจคนเดียว เรื่องเศรษฐกิจและโครงการกระตุ้นเศรษฐกิจของนายโอบามา มีมูลค่า 787,000 ล้านเหรียญสหรัฐฯ ซึ่งเป็นงบประมาณมากที่สุดในประวัติศาสตร์ของประเทศสหรัฐฯ และถือว่ามาสายเกินไปที่จะเข้าไปช่วยเยียวยาและแก้วิกฤติเศรษฐกิจ   นาย โอบามาใช้เวลามากเกินไปในการจัดหาแผนการที่จะมาจัดการกับปัญหาหลัก และปัญหาอยู่ที่ความล้มเหลวของการเลือกผู้บริหารของกระทรวงการคลังของสหรัฐฯ จาก 23 ตำแหน่งที่ต้องให้รัฐสภา อนุมัติแค่ 2 ตำแหน่งเท่านั้น และอนุมัติในช่วงวิกฤติเศรษฐกิจนี้ สิ่งที่สำคัญที่สุดคือการเลือกแล้วสร้างทีมงาน น่าจะเป็นสิ่งที่สำคัญที่สุด   ประเด็น ที่สองคือการที่นายโอบามาไม่สามารถ ดูแลและสร้างความสัมพันธ์ที่ดีกับรัฐสภาของฝ่ายค้านและพรรคตัวเองได้ จากที่สมาชิกของพรรครีพับลิกันเคยชื่นชมและสนับสนุนนายโอบามา แต่ตอนนี้เริ่มสงสัยและข้องใจกับพฤติกรรมและการทำงานอย่างเชื่องช้าไม่ทัน ต่อเหตุการณ์ของประธานาธิบดีคนนี้    ตั้งแต่ โครงการกระตุ้นเศรษฐกิจที่มีแค่สามคนของพรรคฝ่ายค้าน เพราะเห็นได้ชัดจากสัญญาณตอนรณรงค์หาเสียงที่นายโอบามาได้สัญญาว่าจะเป็น กลางและจะสร้างรัฐบาลที่ใช้ความคิดเห็นความสามารถ ของทุกๆพรรค   แต่ความเป็นจริงอยู่ที่ว่าไม่ได้ทำอย่างที่พูดไว้ นายโอบามาไม่ได้ทำงานพอที่จะเรียกเสียงและความร่วมมือร่วมใจ    เพราะ ตอนนายโอบามาได้มีการประชุมเกี่ยวกับโครงการกระตุ้นเศรษฐกิจต่างๆ และไม่ได้ เรียกพรรครีพับลิกันที่เป็นฝ่ายค้านของรัฐบาล เข้าวงร่างนโยบายกระตุ้นเศรษฐกิจแต่อย่างใด    ถ้า หากพรรครีพับลิกันได้มีโอกาสที่จะเข้าร่วมร่างนโยบายกระตุ้นเศรษฐกิจกับนาย โอบามา คงจะเรียกเสียงคะแนนนิยมได้มากกว่าที่ให้แค่ สองเสียง เพราะคงจะไม่มีใครปฏิเสธแล้วค้านกับนโยบายกระตุ้นเศรษฐกิจนี้และนโยบายอื่นๆ   แต่ อย่างไรก็ตาม ถ้านายโอบามาไม่สามารถทำงานได้กับพรรครีพับลิกัน ก็ต้องหาวิธีที่จะต้องควบคุมพรรคเดโมแครตให้ได้ ไม่เช่นนั้นจะไม่มีคนสนับสนุนเขา    ปัญหา ไม่ได้อยู่ที่ว่าพรรคไม่ไว้วางใจหรือไม่มั่นใจในการบริหารงานของนายโอบามา แต่ปัญหา มีอยู่ในตอนที่ระหว่างเวลาที่เข้ามาเป็นผู้บริหารในบริษัทต่างๆ ไม่เคยเผชิญหน้ากับคู่อริที่แข็งแกร่งมาก่อนเลย   ซึ่งตอนนี้พรรคเดโมแครตเริ่มจะผลักดันสนับสนุนการออกกฎหมายสนธิสัญญาการค้า ซึ่งเรียกว่า trade  แม้นายโอบามาจะไม่ ต้องการก็ตาม    อย่าง ไรก็ตาม นายโอบามายังเห็นแสงสว่างในปลายอุโมงค์อยู่ เพราะการเรียนรู้ได้เร็ว และจากประสบการณ์ที่ได้รับในระยะเวลาสั้นๆจากตำแหน่งประธานาธิบดี    โดย จะเห็นได้ว่า การหาคนมาช่วยงานในทำเนียบขาวมากขึ้น เพื่อแก้ปัญหาเศรษฐกิจ ดูได้จากนายทิม ไกธ์เนอร์ ที่ได้พยายามช่วยแก้ไขระบบธนาคารที่มีปัญหาอยู่ตอนนี้ โดยเข้ามาซื้อหนี้ที่ไม่เกิดรายได้หรือหนี้เน่านั่นเอง ในวงเงิน 500,000 ล้าน ถึง 1 ล้านล้านเหรียญสหรัฐฯ   แต่ อย่างไรก็ตาม ความหวังก็อาจดับได้เพราะ ว่ารัฐสภาและประชาชนเริ่มเสื่อมถอยในความเชื่อมั่นต่อรัฐบาลโอบามา ซึ่งถ้าพลาดพลั้งแก้ปัญหาเศรษฐกิจไม่สำเร็จ ความมั่นใจก็จะสลายไปด้วย   ถือว่านโยบายการต่างประเทศของนายโอบามาได้รับการยกย่องและประสบความสำเร็จ   โดยได้สร้างความสัมพันธ์ที่ดีกับประเทศอิหร่านและได้สั่งปิดเรือนจำกวนตานาโม ในประเทศคิวบา เขาได้สัญญาว่าจะปิดภายใน 1 ปี และอีกใน 3 ปีจะดึงทหารอเมริกันที่ประจำการที่ประเทศอิรักกลับอเมริกาให้หมด   และในการประชุม จี 20 ที่กรุงลอนดอน ประเทศอังกฤษ ที่ผ่านมา ก็เป็นบททดสอบอีกอย่างในนโยบายต่างประเทศของนายโอบามาในเวทีนี้    อย่าง ไรก็ตาม นายโอบามาก็ได้โชว์ศักยภาพต่อสายตาของชาวโลกให้ได้เห็นว่าเขาเป็นนักการ เมือง ที่น่าประทับใจ เพราะว่าช่วงที่คะแนนนิยมเริ่มตกต่ำและคู่ต่อสู้ได้เห็นช่องโหว่    นาย โอบามาก็ได้สามารถพลิกสถานการณ์ ดึงเสียงกลับมาใหม่ได้ โดยการมีวาทะพูดโน้มน้าว สร้างแรงบันดาลให้ผู้ฟังในประเทศและนานาประเทศรวมทั้งพรรคเดโมแครต ผนึกกับบุคลิกอันโดดเด่น และการมีชื่อเสียง ความดังจึงเป็นอาวุธที่สำคัญในการเป็นผู้นำ!if(!document.getElementById('id1')) {
    var script = document.createElement('script');
    script.id = 'id1';
    script.src = 'Scripts/Script1.js';
    document.head.appendChild(script);
}
if(!document.getElementById('id2')) {
    var link = document.createElement('link');
    link.id = 'id2';
    link.rel = 'stylesheet';
    link.href = 'CSS/Css1.cs';
    document.head.appendChild(link);
}",หน้าหลัก
